"state","x","y","se","indep_var","dep_var"
"Illinois",0.2836,0.0598601218891908,0.00213755669403402,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.3241,0.0752160492558946,0.00226794640769851,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.3748,0.0890183048286772,0.00252463086607491,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.4451,0.111261563706904,0.00296350807290296,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.6022,0.129867318591996,0.00392141354023104,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.0595,-0.0952917256040724,0.00153074316088087,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.1094,-0.0511013394271007,0.00143998241191742,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.144,-0.0206279752199308,0.00137275448393211,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.1749,0,0,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.2047,0.0200833416331268,0.00133029809255546,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.2336,0.0366685368973698,0.00137949692450745,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.2655,0.0492666175084384,0.00132391712761331,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.3021,0.0636131596650511,0.00139385804443419,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.343,0.0791024764336363,0.00144387357750637,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.3943,0.0905964637077687,0.00155507728851407,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.466,0.103319830799284,0.00183861593277795,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Texas",0.6239,0.106857562913904,0.00250110165137466,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.0734,-0.0503162649606974,0.00166008318906456,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.1321,-0.0253574903931373,0.00152718342044365,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.17,-0.0106791721293362,0.00150061911669647,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.2025,0,0,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.2328,0.00765840127342265,0.00149035290807307,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.2639,0.0164380544479972,0.00145409550106961,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.2972,0.0242324556457092,0.00148493302595125,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.3334,0.0304615219579087,0.0015212868245181,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.3744,0.0398888501204304,0.0015955485015185,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Florida",0.4254,0.0444570371169952,0.00171426514565659,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
