"county_fips","mean_degree_bracket","fill_var_bracket","fill_var_bracket_decile","fips"
30071,"11","[-0.22,-0.046)","1",30071
1103,"13","[-0.011,-0.0028)","5",1103
38019,"12","[-0.22,-0.046)","1",38019
38079,"1","[-0.22,-0.046)","1",38079
41025,"5","[-0.011,-0.0028)","5",41025
55035,"3","[0.021,0.033)","8",55035
47003,"14","[-0.0028,0.0083)","6",47003
13055,"12","[-0.22,-0.046)","1",13055
6017,"6","[0.052,0.11]","10",6017
51191,"21","[0.021,0.033)","8",51191
37117,"28","[-0.021,-0.011)","4",37117
13097,"29","[0.052,0.11]","10",13097
27037,"6","[0.052,0.11]","10",27037
22125,"29","[0.0083,0.021)","7",22125
47069,"28","[-0.046,-0.032)","2",47069
37025,"23","[0.052,0.11]","10",37025
38003,"7","[-0.011,-0.0028)","5",38003
45047,"17","[-0.046,-0.032)","2",45047
45087,"22","[-0.22,-0.046)","1",45087
48151,"26","[-0.032,-0.021)","3",48151
48047,"25","[-0.22,-0.046)","1",48047
48321,"15","[-0.032,-0.021)","3",48321
42029,"7","[0.033,0.052)","9",42029
13129,"11","[-0.011,-0.0028)","5",13129
13131,"23","[-0.032,-0.021)","3",13131
39149,"8","[-0.032,-0.021)","3",39149
26125,"11","[0.033,0.052)","9",26125
20045,"6","[0.052,0.11]","10",20045
36025,"12","[-0.011,-0.0028)","5",36025
36065,"2","[-0.22,-0.046)","1",36065
55111,"5","[-0.011,-0.0028)","5",55111
48017,"13","[-0.046,-0.032)","2",48017
19181,"19","[0.033,0.052)","9",19181
5111,"21","[-0.046,-0.032)","2",5111
5015,"10","[0.0083,0.021)","7",5015
5123,"28","[-0.046,-0.032)","2",5123
51131,"26","[-0.046,-0.032)","2",51131
18179,"15","[0.021,0.033)","8",18179
21223,"27","[-0.0028,0.0083)","6",21223
4027,"1","[0.0083,0.021)","7",4027
39171,"8","[-0.021,-0.011)","4",39171
16071,"7","[0.021,0.033)","8",16071
17161,"10","[0.0083,0.021)","7",17161
26109,"12","[-0.011,-0.0028)","5",26109
27117,"4","[-0.032,-0.021)","3",27117
32015,"8","[-0.021,-0.011)","4",32015
47049,"11","[-0.046,-0.032)","2",47049
40079,"8","[-0.046,-0.032)","2",40079
40023,"20","[-0.046,-0.032)","2",40023
42103,"25","[0.052,0.11]","10",42103
46137,"27","[-0.032,-0.021)","3",46137
46019,"17","[0.021,0.033)","8",46019
54009,"24","[-0.021,-0.011)","4",54009
54073,"24","[-0.046,-0.032)","2",54073
54065,"19","[0.0083,0.021)","7",54065
54097,"9","[-0.046,-0.032)","2",54097
48215,"1","[-0.021,-0.011)","4",48215
49055,"11","[0.0083,0.021)","7",49055
42089,"19","[0.052,0.11]","10",42089
29129,"21","[-0.021,-0.011)","4",29129
51063,"19","[0.021,0.033)","8",51063
13191,"29","[0.033,0.052)","9",13191
6069,"6","[0.021,0.033)","8",6069
48263,"29","[-0.032,-0.021)","3",48263
18171,"26","[-0.011,-0.0028)","5",18171
46065,"9","[0.0083,0.021)","7",46065
4012,"6","[-0.021,-0.011)","4",4012
5039,"30","[-0.021,-0.011)","4",5039
19045,"8","[-0.032,-0.021)","3",19045
20205,"13","[-0.046,-0.032)","2",20205
26017,"8","[-0.0028,0.0083)","6",26017
21227,"11","[-0.0028,0.0083)","6",21227
21231,"6","[-0.22,-0.046)","1",21231
22003,"25","[-0.046,-0.032)","2",22003
1001,"27","[0.021,0.033)","8",1001
38039,"8","[-0.021,-0.011)","4",38039
39097,"23","[0.033,0.052)","9",39097
40107,"21","[-0.032,-0.021)","3",40107
31077,"18","[-0.011,-0.0028)","5",31077
35033,"28","[-0.011,-0.0028)","5",35033
49037,"7","[-0.0028,0.0083)","6",49037
42125,"14","[0.021,0.033)","8",42125
29141,"17","[0.0083,0.021)","7",29141
47025,"15","[-0.032,-0.021)","3",47025
5025,"29","[-0.032,-0.021)","3",5025
13113,"27","[0.052,0.11]","10",13113
17181,"13","[-0.032,-0.021)","3",17181
12005,"10","[0.033,0.052)","9",12005
19107,"17","[-0.021,-0.011)","4",19107
37101,"23","[0.033,0.052)","9",37101
39057,"18","[0.033,0.052)","9",39057
18173,"24","[0.021,0.033)","8",18173
5043,"28","[-0.021,-0.011)","4",5043
12127,"10","[0.052,0.11]","10",12127
48249,"23","[-0.046,-0.032)","2",48249
21185,"28","[0.052,0.11]","10",21185
36015,"6","[-0.021,-0.011)","4",36015
50003,"6","[-0.011,-0.0028)","5",50003
47137,"26","[-0.046,-0.032)","2",47137
13177,"30","[0.033,0.052)","9",13177
17173,"22","[-0.021,-0.011)","4",17173
46059,"15","[-0.021,-0.011)","4",46059
13119,"25","[0.0083,0.021)","7",13119
5065,"21","[-0.011,-0.0028)","5",5065
1003,"16","[0.033,0.052)","9",1003
31137,"12","[-0.011,-0.0028)","5",31137
33017,"7","[0.033,0.052)","9",33017
29035,"22","[-0.046,-0.032)","2",29035
30005,"10","[-0.22,-0.046)","1",30005
28041,"29","[-0.032,-0.021)","3",28041
51067,"18","[0.0083,0.021)","7",51067
17165,"14","[-0.22,-0.046)","1",17165
6047,"1","[-0.046,-0.032)","2",6047
16069,"5","[0.0083,0.021)","7",16069
8031,"2","[0.052,0.11]","10",8031
4003,"5","[0.021,0.033)","8",4003
12101,"17","[0.052,0.11]","10",12101
19113,"2","[-0.011,-0.0028)","5",19113
24037,"15","[0.021,0.033)","8",24037
25017,"1","[-0.011,-0.0028)","5",25017
55011,"14","[0.0083,0.021)","7",55011
27121,"10","[0.021,0.033)","8",27121
1105,"30","[-0.22,-0.046)","1",1105
6097,"1","[0.033,0.052)","9",6097
6113,"2","[-0.0028,0.0083)","6",6113
38071,"6","[-0.032,-0.021)","3",38071
42107,"3","[-0.22,-0.046)","1",42107
29119,"11","[-0.011,-0.0028)","5",29119
28025,"30","[-0.032,-0.021)","3",28025
19151,"14","[-0.011,-0.0028)","5",19151
36031,"12","[-0.032,-0.021)","3",36031
48221,"24","[0.052,0.11]","10",48221
48253,"26","[-0.011,-0.0028)","5",48253
21205,"24","[-0.021,-0.011)","4",21205
17079,"16","[-0.046,-0.032)","2",17079
1075,"24","[-0.22,-0.046)","1",1075
13319,"30","[-0.011,-0.0028)","5",13319
25013,"1","[-0.032,-0.021)","3",25013
55121,"6","[-0.021,-0.011)","4",55121
26119,"19","[0.0083,0.021)","7",26119
48103,"22","[-0.046,-0.032)","2",48103
51165,"2","[-0.032,-0.021)","3",51165
22089,"29","[0.021,0.033)","8",22089
45009,"30","[-0.0028,0.0083)","6",45009
29057,"20","[-0.021,-0.011)","4",29057
48413,"27","[-0.032,-0.021)","3",48413
28043,"28","[-0.046,-0.032)","2",28043
29121,"15","[-0.046,-0.032)","2",29121
38067,"16","[-0.046,-0.032)","2",38067
17119,"9","[-0.011,-0.0028)","5",17119
17031,"1","[-0.021,-0.011)","4",17031
46105,"19","[-0.046,-0.032)","2",46105
17001,"2","[-0.22,-0.046)","1",17001
18137,"15","[-0.011,-0.0028)","5",18137
26053,"9","[-0.032,-0.021)","3",26053
40137,"9","[-0.032,-0.021)","3",40137
23013,"7","[0.0083,0.021)","7",23013
35006,"10","[-0.046,-0.032)","2",35006
37109,"23","[0.033,0.052)","9",37109
37033,"30","[0.033,0.052)","9",37033
41013,"12","[0.052,0.11]","10",41013
41063,"5","[0.0083,0.021)","7",41063
29097,"4","[0.0083,0.021)","7",29097
48043,"24","[0.021,0.033)","8",48043
51115,"25","[0.0083,0.021)","7",51115
47145,"14","[0.0083,0.021)","7",47145
19083,"10","[-0.0028,0.0083)","6",19083
13137,"11","[0.021,0.033)","8",13137
19163,"7","[0.021,0.033)","8",19163
28065,"30","[-0.032,-0.021)","3",28065
17025,"11","[-0.22,-0.046)","1",17025
45091,"20","[0.021,0.033)","8",45091
47017,"24","[-0.032,-0.021)","3",47017
21033,"22","[-0.046,-0.032)","2",21033
17041,"19","[-0.021,-0.011)","4",17041
20167,"13","[-0.021,-0.011)","4",20167
20105,"16","[-0.011,-0.0028)","5",20105
20123,"10","[-0.032,-0.021)","3",20123
27167,"18","[0.0083,0.021)","7",27167
30019,"19","[-0.046,-0.032)","2",30019
23007,"12","[-0.0028,0.0083)","6",23007
36119,"3","[0.0083,0.021)","7",36119
29157,"6","[-0.22,-0.046)","1",29157
48423,"11","[0.0083,0.021)","7",48423
48475,"19","[-0.032,-0.021)","3",48475
31097,"18","[-0.0028,0.0083)","6",31097
28057,"26","[-0.032,-0.021)","3",28057
13075,"26","[-0.032,-0.021)","3",13075
28139,"22","[-0.22,-0.046)","1",28139
47121,"26","[0.021,0.033)","8",47121
36075,"7","[-0.021,-0.011)","4",36075
8053,"24","[0.052,0.11]","10",8053
12061,"10","[0.052,0.11]","10",12061
18043,"24","[0.033,0.052)","9",18043
1127,"8","[-0.046,-0.032)","2",1127
4013,"1","[0.052,0.11]","10",4013
5077,"30","[-0.021,-0.011)","4",5077
20117,"8","[-0.046,-0.032)","2",20117
46121,"4","[-0.22,-0.046)","1",46121
27049,"8","[0.021,0.033)","8",27049
21029,"27","[0.033,0.052)","9",21029
27163,"10","[0.052,0.11]","10",27163
39049,"2","[-0.0028,0.0083)","6",39049
40153,"12","[-0.021,-0.011)","4",40153
32007,"2","[-0.021,-0.011)","4",32007
48281,"24","[0.033,0.052)","9",48281
18045,"22","[-0.021,-0.011)","4",18045
13133,"25","[-0.011,-0.0028)","5",13133
8091,"17","[0.052,0.11]","10",8091
19023,"18","[-0.0028,0.0083)","6",19023
19115,"19","[-0.032,-0.021)","3",19115
37145,"20","[-0.046,-0.032)","2",37145
26023,"9","[-0.021,-0.011)","4",26023
41029,"1","[0.021,0.033)","8",41029
19139,"4","[-0.046,-0.032)","2",19139
1057,"25","[-0.046,-0.032)","2",1057
22073,"15","[-0.032,-0.021)","3",22073
23021,"17","[-0.0028,0.0083)","6",23021
31153,"20","[0.052,0.11]","10",31153
54011,"19","[0.0083,0.021)","7",54011
30053,"5","[0.0083,0.021)","7",30053
48133,"16","[-0.011,-0.0028)","5",48133
28121,"26","[0.033,0.052)","9",28121
17103,"18","[-0.0028,0.0083)","6",17103
8025,"17","[0.021,0.033)","8",8025
18125,"22","[-0.032,-0.021)","3",18125
46135,"4","[0.0083,0.021)","7",46135
13223,"28","[0.052,0.11]","10",13223
5007,"7","[0.052,0.11]","10",5007
48415,"13","[-0.046,-0.032)","2",48415
36021,"11","[-0.0028,0.0083)","6",36021
37163,"20","[-0.046,-0.032)","2",37163
54037,"24","[0.033,0.052)","9",54037
55097,"3","[0.0083,0.021)","7",55097
48245,"10","[-0.032,-0.021)","3",48245
17013,"23","[-0.22,-0.046)","1",17013
20153,"15","[-0.021,-0.011)","4",20153
54015,"18","[-0.22,-0.046)","1",54015
1071,"11","[-0.046,-0.032)","2",1071
41051,"2","[0.052,0.11]","10",41051
55025,"1","[-0.0028,0.0083)","6",55025
48319,"26","[-0.0028,0.0083)","6",48319
51019,"25","[0.033,0.052)","9",51019
19093,"14","[-0.021,-0.011)","4",19093
29133,"23","[-0.22,-0.046)","1",29133
48147,"22","[0.0083,0.021)","7",48147
16009,"9","[-0.032,-0.021)","3",16009
25015,"9","[0.033,0.052)","9",25015
26033,"4","[-0.22,-0.046)","1",26033
21121,"14","[-0.22,-0.046)","1",21121
8059,"9","[0.052,0.11]","10",8059
35061,"9","[0.021,0.033)","8",35061
36067,"2","[-0.032,-0.021)","3",36067
37081,"15","[0.033,0.052)","9",37081
39103,"17","[0.052,0.11]","10",39103
55135,"6","[-0.0028,0.0083)","6",55135
55081,"6","[-0.0028,0.0083)","6",55081
29115,"10","[-0.22,-0.046)","1",29115
48149,"21","[0.0083,0.021)","7",48149
28091,"26","[-0.22,-0.046)","1",28091
18021,"17","[-0.011,-0.0028)","5",18021
18163,"4","[-0.0028,0.0083)","6",18163
13107,"24","[-0.22,-0.046)","1",13107
19065,"10","[-0.021,-0.011)","4",19065
27067,"2","[-0.032,-0.021)","3",27067
27099,"3","[-0.021,-0.011)","4",27099
49015,"5","[-0.046,-0.032)","2",49015
22001,"22","[-0.032,-0.021)","3",22001
32021,"12","[-0.021,-0.011)","4",32021
40057,"22","[-0.22,-0.046)","1",40057
46125,"15","[0.0083,0.021)","7",46125
55047,"13","[0.021,0.033)","8",55047
31101,"10","[0.0083,0.021)","7",31101
34035,"11","[0.033,0.052)","9",34035
51045,"21","[-0.011,-0.0028)","5",51045
47141,"9","[0.0083,0.021)","7",47141
47011,"10","[0.0083,0.021)","7",47011
20145,"16","[-0.011,-0.0028)","5",20145
15007,"2","[-0.021,-0.011)","4",15007
45021,"13","[-0.046,-0.032)","2",45021
21099,"26","[-0.032,-0.021)","3",21099
22113,"19","[-0.046,-0.032)","2",22113
26073,"11","[0.0083,0.021)","7",26073
5063,"10","[-0.032,-0.021)","3",5063
19169,"4","[0.033,0.052)","9",19169
20185,"16","[-0.011,-0.0028)","5",20185
54109,"24","[-0.22,-0.046)","1",54109
20095,"17","[-0.0028,0.0083)","6",20095
32017,"9","[-0.0028,0.0083)","6",32017
46129,"14","[-0.011,-0.0028)","5",46129
46063,"29","[-0.021,-0.011)","4",46063
48189,"14","[-0.032,-0.021)","3",48189
48405,"28","[-0.021,-0.011)","4",48405
50005,"9","[-0.011,-0.0028)","5",50005
28077,"30","[-0.0028,0.0083)","6",28077
28063,"30","[-0.22,-0.046)","1",28063
51073,"22","[0.033,0.052)","9",51073
29227,"18","[-0.032,-0.021)","3",29227
29095,"3","[0.021,0.033)","8",29095
48393,"29","[0.0083,0.021)","7",48393
2198,"22","[-0.22,-0.046)","1",2198
20053,"16","[-0.021,-0.011)","4",20053
21201,"30","[-0.011,-0.0028)","5",21201
1027,"25","[-0.046,-0.032)","2",1027
22077,"27","[-0.046,-0.032)","2",22077
1089,"12","[0.033,0.052)","9",1089
38063,"23","[-0.011,-0.0028)","5",38063
42049,"1","[-0.22,-0.046)","1",42049
42131,"20","[-0.0028,0.0083)","6",42131
44007,"2","[-0.021,-0.011)","4",44007
53009,"2","[-0.021,-0.011)","4",53009
48377,"13","[-0.046,-0.032)","2",48377
51079,"23","[0.033,0.052)","9",51079
53011,"3","[0.052,0.11]","10",53011
13115,"8","[-0.021,-0.011)","4",13115
6107,"1","[-0.011,-0.0028)","5",6107
51179,"26","[0.052,0.11]","10",51179
47131,"25","[-0.032,-0.021)","3",47131
22123,"22","[-0.046,-0.032)","2",22123
25019,"1","[0.0083,0.021)","7",25019
5129,"20","[-0.032,-0.021)","3",5129
48025,"18","[-0.032,-0.021)","3",48025
21219,"25","[-0.032,-0.021)","3",21219
54055,"12","[-0.032,-0.021)","3",54055
54101,"14","[-0.22,-0.046)","1",54101
51095,"28","[0.052,0.11]","10",51095
18093,"7","[-0.032,-0.021)","3",18093
19167,"1","[-0.046,-0.032)","2",19167
37031,"19","[0.033,0.052)","9",37031
13253,"29","[-0.032,-0.021)","3",13253
26041,"3","[-0.22,-0.046)","1",26041
27059,"15","[0.052,0.11]","10",27059
6115,"11","[0.021,0.033)","8",6115
35027,"19","[0.033,0.052)","9",35027
40097,"14","[0.0083,0.021)","7",40097
40065,"13","[-0.0028,0.0083)","6",40065
45005,"29","[-0.22,-0.046)","1",45005
46071,"25","[-0.011,-0.0028)","5",46071
48391,"27","[-0.046,-0.032)","2",48391
48207,"26","[-0.021,-0.011)","4",48207
47085,"18","[-0.032,-0.021)","3",47085
28133,"30","[-0.046,-0.032)","2",28133
13103,"26","[0.033,0.052)","9",13103
10001,"18","[0.033,0.052)","9",10001
13169,"29","[0.0083,0.021)","7",13169
4025,"5","[0.052,0.11]","10",4025
55137,"15","[0.021,0.033)","8",55137
21129,"20","[-0.22,-0.046)","1",21129
56029,"6","[0.033,0.052)","9",56029
38091,"16","[-0.011,-0.0028)","5",38091
39127,"17","[-0.032,-0.021)","3",39127
40037,"21","[0.021,0.033)","8",40037
46007,"14","[-0.22,-0.046)","1",46007
49019,"3","[0.033,0.052)","9",49019
19033,"4","[-0.011,-0.0028)","5",19033
51023,"27","[0.052,0.11]","10",51023
17189,"22","[-0.021,-0.011)","4",17189
19195,"20","[-0.0028,0.0083)","6",19195
39091,"14","[-0.0028,0.0083)","6",39091
13293,"19","[-0.046,-0.032)","2",13293
27045,"8","[-0.011,-0.0028)","5",27045
2110,"4","[0.0083,0.021)","7",2110
13145,"30","[0.052,0.11]","10",13145
55015,"12","[0.021,0.033)","8",55015
51620,"30","[0.0083,0.021)","7",51620
21193,"16","[-0.22,-0.046)","1",21193
27145,"2","[0.0083,0.021)","7",27145
19191,"6","[-0.011,-0.0028)","5",19191
36089,"1","[-0.22,-0.046)","1",36089
40043,"28","[-0.011,-0.0028)","5",40043
40083,"23","[0.033,0.052)","9",40083
55079,"1","[-0.032,-0.021)","3",55079
28007,"28","[-0.046,-0.032)","2",28007
48199,"27","[0.0083,0.021)","7",48199
19067,"12","[-0.021,-0.011)","4",19067
18147,"23","[-0.0028,0.0083)","6",18147
20137,"13","[-0.0028,0.0083)","6",20137
48065,"27","[0.0083,0.021)","7",48065
51089,"10","[-0.22,-0.046)","1",51089
27069,"12","[-0.046,-0.032)","2",27069
1005,"26","[-0.22,-0.046)","1",1005
39139,"6","[-0.011,-0.0028)","5",39139
53003,"13","[0.033,0.052)","9",53003
48195,"12","[-0.22,-0.046)","1",48195
48229,"20","[-0.021,-0.011)","4",48229
51091,"23","[-0.021,-0.011)","4",51091
51199,"27","[0.052,0.11]","10",51199
13017,"26","[-0.22,-0.046)","1",13017
20113,"8","[0.021,0.033)","8",20113
12049,"10","[-0.011,-0.0028)","5",12049
13153,"26","[0.021,0.033)","8",13153
18031,"12","[-0.011,-0.0028)","5",18031
17115,"5","[-0.046,-0.032)","2",17115
5089,"20","[0.021,0.033)","8",5089
55065,"15","[-0.032,-0.021)","3",55065
20189,"8","[-0.046,-0.032)","2",20189
48197,"24","[-0.22,-0.046)","1",48197
1025,"27","[-0.22,-0.046)","1",1025
22103,"19","[0.033,0.052)","9",22103
37075,"7","[-0.22,-0.046)","1",37075
37001,"14","[0.021,0.033)","8",37001
40147,"8","[0.0083,0.021)","7",40147
45013,"12","[0.052,0.11]","10",45013
46057,"16","[0.0083,0.021)","7",46057
53051,"12","[0.021,0.033)","8",53051
48181,"12","[0.021,0.033)","8",48181
19061,"1","[-0.22,-0.046)","1",19061
5117,"27","[-0.046,-0.032)","2",5117
9003,"2","[-0.0028,0.0083)","6",9003
12085,"15","[0.052,0.11]","10",12085
22025,"28","[-0.22,-0.046)","1",22025
17105,"13","[-0.032,-0.021)","3",17105
18159,"24","[0.0083,0.021)","7",18159
4017,"7","[-0.021,-0.011)","4",4017
13263,"30","[0.0083,0.021)","7",13263
13201,"30","[-0.011,-0.0028)","5",13201
20075,"3","[-0.046,-0.032)","2",20075
22037,"30","[0.021,0.033)","8",22037
38059,"13","[0.033,0.052)","9",38059
47161,"22","[0.0083,0.021)","7",47161
9007,"12","[0.052,0.11]","10",9007
18081,"19","[0.052,0.11]","10",18081
27105,"1","[-0.22,-0.046)","1",27105
13139,"9","[0.033,0.052)","9",13139
6035,"4","[-0.0028,0.0083)","6",6035
37045,"17","[-0.011,-0.0028)","5",37045
37193,"4","[-0.046,-0.032)","2",37193
37129,"11","[0.052,0.11]","10",37129
48205,"14","[-0.011,-0.0028)","5",48205
28117,"26","[-0.046,-0.032)","2",28117
29171,"22","[-0.032,-0.021)","3",29171
51125,"24","[0.021,0.033)","8",51125
48167,"15","[0.033,0.052)","9",48167
16017,"7","[0.052,0.11]","10",16017
8125,"3","[-0.046,-0.032)","2",8125
12055,"9","[0.0083,0.021)","7",12055
19141,"6","[-0.011,-0.0028)","5",19141
56009,"12","[0.021,0.033)","8",56009
31151,"7","[-0.011,-0.0028)","5",31151
42055,"5","[0.0083,0.021)","7",42055
15001,"2","[0.0083,0.021)","7",15001
29123,"14","[-0.032,-0.021)","3",29123
29075,"15","[-0.032,-0.021)","3",29075
8073,"7","[-0.0028,0.0083)","6",8073
38029,"14","[-0.011,-0.0028)","5",38029
41009,"7","[0.033,0.052)","9",41009
26019,"20","[0.021,0.033)","8",26019
26085,"23","[0.033,0.052)","9",26085
21049,"23","[0.0083,0.021)","7",21049
53007,"2","[0.021,0.033)","8",53007
55107,"5","[-0.032,-0.021)","3",55107
28067,"20","[-0.046,-0.032)","2",28067
51167,"15","[-0.046,-0.032)","2",51167
